Protein,x
P54278,hsa03430 hsa03460
Q68D20,
Q8TF01,
Q8NBT0,
Q8TC44,
Q8NA72,
Q6PJE2,
A6NNC1,
A6NF01,
A8CG34,hsa03013
Q8N7R1,
Q96KW2,hsa03013
Q3SYA9,
Q96HA1,hsa03013
Q99575,hsa03008 hsa03013
O95707,hsa03008 hsa03013
Q969H6,hsa03008 hsa03013
O75817,hsa03008 hsa03013
Q6S8J7,
"H3BUK9, A0A0A6YYL3",
A0JP26,
B2RU33,
Q86YR6,
Q6S8J3,
A5A3E0,
Q6S5H5,
Q6S545,
P0CG38,
P0CG39,
Q9BYX7,
A6NI47,
P28069,
Q16633,
P14859,
P09086,
Q9UKI9,
Q03052,
P20265,
P20264,
P49335,
Q01851,
Q12837,
Q15319,
Q01860,hsa04550
Q06416,hsa04550
Q14863,
P78424,
Q8N7G0,
Q9HBE1,
Q9UBK2,hsa04152 hsa04910 hsa04920 hsa04922 hsa04931 hsa05016
Q86YN6,hsa04931
Q5SV97,
Q86W92,
Q8ND30,
E7EU14,hsa04010
Q8N2U9,
A1A4F0,
Q6ZP29,
Q8N755,
O75626,
Q9NQV6,
Q9NQV5,
Q9H4Q4,
Q9H4Q3,
Q9GZV8,
P57071,
Q9HAZ2,
Q13029,
Q9UKN5,hsa04722
Q9NQX1,
Q9NQX0,
Q9NQW5,
Q9NQV8,
Q9NQV7,
O60831,
O95521,
O60809,
O60813,
O95522,
Q5VWM6,
Q5SWL7,
Q5VWM5,
Q5VTA0,
Q5VWM3,
Q5SWL8,
O60811,
Q5VT98,
A3QJZ6,
A6NGN4,
H0Y7S4,
A3QJZ7,
A0A0G2JMD5,
O60810,
Q5TYX0,
Q5VXH4,
Q5VXH5,
Q5VWM4,
Q9Y255,
Q8N945,
Q96N28,
Q9Y3B1,
Q9H875,
O75360,
Q9P2W1,
Q96PY0,
Q8NI37,
Q9BXM7,hsa05012
Q8N1Y9,
O14603,
Q13136,
O75334,
O75145,
O75335,
Q13610,
Q15269,hsa03008
Q96N64,
Q6NUJ5,
Q5TGL8,
Q7Z7A4,
I3L0S3,
Q9BRP8,hsa03013 hsa03015
P20742,
Q8NB37,
Q99497,hsa05012
P11309,hsa04630 hsa05206 hsa05221
Q9P1W9,hsa05221
Q86V86,
Q8IVA1,
A6NKN8,
P48539,
B1ANY3,
Q71RG6,
A8MX19,
A8MWP4,
Q96PU8,
Q2MKA7,
Q6UXX9,
Q9BXY4,
Q2I0M5,
Q7Z5L2,
Q9Y3T6,
Q15032,
Q9Y2K5,
Q96D70,
Q9H3Y0,
"Q5R372, B7ZAP0",
Q9Y3P9,
Q9UJ41,
P47224,
Q3YEC7,
Q5HYI8,
Q9UBK7,
Q9UNT1,
Q6WKZ4,hsa04144
Q7L804,hsa04144
O75154,hsa04144
Q86YS3,hsa04144
Q9BXF6,hsa04144
P62491,hsa04144 hsa04961 hsa04962 hsa04972
Q15907,hsa04144 hsa04152 hsa04962
Q6IQ22,
P61106,hsa04152
Q6BDI9,
P59190,
Q9H0T7,
Q9NP72,
A4D1S5,
P62820,hsa05134
Q9H0U4,hsa05134
Q92928,
Q9NX57,
Q9UL25,
Q9UL26,hsa04144
Q9ULC3,
Q969Q5,
P57735,
Q9ULW5,
P51159,
O00194,hsa04972
P51157,
O14966,
P61019,hsa04152
Q8WUD1,
Q9H2M9,
Q15042,
Q15771,
Q13636,hsa04144
Q13637,
Q14088,
Q9H082,
"P0DI83, Q9BZG1",
Q15286,hsa04144
O95755,
Q96AX2,
P57729,
Q14964,
Q96DA2,
Q8TBN0,
Q96QF0,
P20336,hsa04721 hsa04911
P20337,
Q96E17,
O95716,hsa04972
Q8WXH6,
P0C0E4,
Q12829,
Q96S21,
Q5JT25,
Q8N4Z0,
Q86YS6,
Q7Z6P3,
P20338,hsa04144
P61018,
P20339,hsa04014 hsa04144 hsa04145 hsa04962 hsa05014 hsa05146 hsa05152
P61020,hsa04014 hsa04144 hsa04145 hsa04962 hsa05146 hsa05152
P20340,
Q9NRW1,
Q9H0N0,
Q53S08,
P51149,hsa04144 hsa04145 hsa05132 hsa05146 hsa05152
Q96AH8,hsa04145 hsa05132 hsa05146
P61006,hsa04144 hsa04152 hsa04972
Q92930,
P51151,hsa05162
Q9NP90,hsa05162
O60671,
O75943,
Q9NS91,
Q9H4I0,
O60216,hsa04110
P54725,hsa03420 hsa04141
P54727,hsa03420 hsa04141
Q92878,hsa03440 hsa03450
Q6NUQ1,
Q96B01,
Q09MP3,
O15315,hsa03440
O43502,hsa03440 hsa03460
O75771,hsa03440
Q06609,hsa03440 hsa03460 hsa05200 hsa05212
P43351,hsa03440
Q8NG50,
"O95073, Q9Y620",hsa03440
Q92698,hsa03440
Q9Y4B4,
Q99638,
Q6WBX8,
Q9BSD3,
Q96D71,
Q8NFH8,
Q86SE5,
Q9UKM9,
P43487,hsa05166 hsa05203
Q6VN20,
Q9H2T7,
Q86VV4,
Q9H6Z4,hsa05166
O60518,
Q96S59,
Q9HD47,
P62826,hsa03008 hsa03013 hsa05166
P0DJD0,hsa03013
P0DJD1,hsa03013
A6NKT7,hsa03013
Q7Z3J3,hsa03013
Q99666,hsa03013
O14715,hsa03013
Q9BYM8,
Q684P5,
P47736,hsa04015
P62834,hsa04010 hsa04014 hsa04015 hsa04024 hsa04062 hsa04510 hsa04611 hsa04670 hsa04720 hsa04722 hsa04972 hsa05211
A6NIZ1,
P61224,hsa04010 hsa04014 hsa04015 hsa04024 hsa04062 hsa04510 hsa04611 hsa04670 hsa04720 hsa04722 hsa04972 hsa05211
P10114,
P61225,
Q9Y3L5,
P35398,hsa04710 hsa05321
Q92753,hsa04710
P51449,hsa04710 hsa05321
Q8IZ41,
O95267,hsa04010 hsa04014 hsa04611 hsa04660 hsa05200
Q7LDG7,hsa04010 hsa04014 hsa04015 hsa04062 hsa04611 hsa05200
Q8IV61,hsa04010 hsa04014 hsa04015 hsa04662 hsa05200
Q8TDF6,hsa04010 hsa04014 hsa05200
Q96A58,
Q92737,
Q96S79,
Q6T310,
Q9BPW5,
Q9NYN1,
P11233,hsa04014 hsa04015 hsa05200 hsa05212
P11234,hsa04014 hsa04015 hsa05200 hsa05212
P20936,hsa04010 hsa04014 hsa04360
Q15283,hsa04010 hsa04014 hsa05203
Q14644,hsa04014
O43374,hsa04014
C9J798,hsa04014
O95294,hsa04014
Q86YV0,hsa04014
Q96D21,
Q9NYW8,
Q09028,
Q15291,
Q7Z6E9,
Q16576,
Q99708,
O75884,
P06400,hsa04110 hsa05161 hsa05166 hsa05169 hsa05200 hsa05203 hsa05212 hsa05214 hsa05215 hsa05218 hsa05219 hsa05220 hsa05222 hsa05223
P28749,hsa04110 hsa04350 hsa05203
Q08999,hsa04068 hsa04110 hsa04151 hsa05203
Q8TDY2,
A6NC62,
Q8NC74,
Q9P1G2,
Q96K30,
Q9UKA8,
Q8NDN9,
O95199,
A6NED2,
Q96I51,
Q6JBY9,
Q13127,hsa04550 hsa05016
Q7Z4M0,
O95072,hsa04114
Q04864,hsa04014 hsa05202 hsa05203
Q04206,hsa04010 hsa04014 hsa04024 hsa04062 hsa04064 hsa04066 hsa04071 hsa04151 hsa04210 hsa04380 hsa04620 hsa04621 hsa04622 hsa04623 hsa04660 hsa04662 hsa04668 hsa04722 hsa04917 hsa04920 hsa04931 hsa04932 hsa05030 hsa05120 hsa05131 hsa05132 hsa05133 hsa05134 hsa05140 hsa05142 hsa05145 hsa05146 hsa05152 hsa05160 hsa05161 hsa05162 hsa05164 hsa05166 hsa05168 hsa05169 hsa05200 hsa05202 hsa05203 hsa05212 hsa05215 hsa05220 hsa05221 hsa05222 hsa05321
Q01201,hsa04010 hsa04064 hsa04380 hsa05166 hsa05169
Q8IUW5,
Q8NC24,
Q969Z4,hsa04060
Q9BU20,
Q9H628,
Q9UKL0,hsa05016
Q8IZ40,
Q9P2K3,
Q9UBZ9,hsa03460
O60673,hsa01100 hsa03460
Q8IX06,
Q9GZR2,
Q9Y644,hsa00514 hsa04330
P0C7P2,
Q96AA3,
Q6ZV50,
Q92546,
Q9BWJ2,
Q8N443,
Q9H4K1,
Q4ADV7,
Q7Z5B4,
Q9NPQ8,
Q9NVN3,
O15034,
Q9UFD9,
A6NNM3,
A6NJZ7,
Q8N488,
Q9BRS2,hsa03008
Q9BVS4,hsa03008
O14730,
Q9Y3I0,
O00442,
P98179,
P98175,
P57052,
Q9NTZ6,
Q8IXT5,
Q96PK6,
Q96T37,
Q8NDT2,
Q96I25,hsa03040
Q96H35,
Q9Y4C8,
Q5T481,
Q9NW64,hsa03040
Q86U06,
Q9BX46,
Q5T8P6,
Q9P2N5,
Q96EV2,
P42696,
Q9H0Z9,
Q14498,
Q9BWF3,
Q96IZ5,
Q9BTD8,
Q6ZSC3,
Q6ZP01,
Q8IUH3,
Q8TBY0,
A0AV96,
Q5RL73,
Q9BQ04,
P52756,
P78332,
Q9Y580,
Q9Y5S9,hsa03013 hsa03015 hsa03040
Q9Y388,
Q96E39,hsa03040
O75526,hsa03040
Q8N7X1,hsa03040
P38159,hsa03040
P0DJD3,
A6NDE4,
P0DJD4,
P0C7P1,
A6NEQ0,
Q15415,
P29558,
Q15434,
Q6XE24,
Q6ZRY4,
Q93062,
Q15287,hsa03013 hsa03015
Q9NWB1,
O43251,
A6NFN3,
Q96LT9,
Q8N1G1,hsa03008
Q9Y3B8,hsa03008
O43148,hsa03015
O60942,hsa03015
O95602,hsa00230 hsa00240 hsa01100 hsa03020
Q9H9Y6,hsa00230 hsa00240 hsa01100 hsa03020
Q9GZS1,hsa00230 hsa00240 hsa01100 hsa03020
Q9BWH6,
Q8IXW5,
Q9H6T3,
P24928,hsa00230 hsa00240 hsa01100 hsa03020 hsa05016 hsa05168
P19387,hsa00230 hsa00240 hsa01100 hsa03020 hsa05016
O15514,hsa00230 hsa00240 hsa01100 hsa03020 hsa05016
P19388,hsa00230 hsa00240 hsa01100 hsa03020 hsa04623 hsa05016
P61218,hsa00230 hsa00240 hsa01100 hsa03020 hsa04623 hsa05016
P62487,hsa00230 hsa00240 hsa01100 hsa03020 hsa05016
P52434,hsa00230 hsa00240 hsa01100 hsa03020 hsa04623 hsa05016
P36954,hsa00230 hsa00240 hsa01100 hsa03020 hsa05016
P52435,hsa00230 hsa00240 hsa01100 hsa03020 hsa05016
Q9GZM3,hsa00230 hsa00240 hsa01100 hsa03020 hsa05016
Q9H1A7,hsa00230 hsa00240 hsa01100 hsa03020 hsa05016
P53803,hsa00230 hsa00240 hsa01100 hsa03020 hsa04623 hsa05016
P62875,hsa00230 hsa00240 hsa01100 hsa03020 hsa04623 hsa05016
"P0CAP1, P0CAP2, Q6EEV4",
O14802,hsa00230 hsa00240 hsa01100 hsa03020 hsa04623
Q9NW08,hsa00230 hsa00240 hsa01100 hsa03020 hsa04623
Q9BUI4,hsa00230 hsa00240 hsa01100 hsa03020 hsa04623
P05423,hsa00230 hsa00240 hsa01100 hsa03020 hsa04623
Q9NVU0,hsa00230 hsa00240 hsa03020 hsa04623
Q9H1D9,hsa00230 hsa00240 hsa01100 hsa03020 hsa04623
Q9BT43,hsa00230 hsa00240 hsa01100 hsa03020 hsa04623
O15318,hsa00230 hsa00240 hsa01100 hsa03020 hsa04623
Q9Y535,hsa00230 hsa00240 hsa01100 hsa03020 hsa04623
Q9Y2Y1,hsa00230 hsa00240 hsa01100 hsa03020 hsa04623
O00411,
Q9UJJ7,
Q8IZ73,
Q6P087,
Q96CM3,
Q9Y2P8,hsa03008
P08922,
Q86UA6,
Q16518,hsa00830
Q68CZ1,
Q6R327,hsa04150
O75628,
Q8IYK8,
P55042,
Q2M238,
A6NIE6,
Q9NYV6,
Q92541,
Q96T51,hsa04144
Q8WXA3,
Q7L099,
Q6ZNE9,
Q9BVN2,
Q8N2Y8,
Q9H714,
Q92622,
Q96C34,
Q59EK9,
Q96NL0,
Q06455,hsa05200 hsa05202 hsa05221
Q66K80,
Q9H446,
Q9UIY3,
P57060,
Q9Y3V2,
Q6NW29,
Q9UI14,
Q92696,
P53611,
Q5EBL4,
Q969X0,
Q96NA2,hsa04145 hsa05132
Q7Z6M1,
Q9H0H5,
Q15052,hsa04810 hsa05212
Q5JS13,
Q86X27,
Q6GYQ0,
Q2PPJ7,
Q86X10,
P46060,hsa03013
Q96JH8,
Q13905,hsa04015 hsa04510 hsa04722 hsa04910 hsa05211
Q9Y4G8,hsa04010 hsa04015
O95398,hsa04015 hsa04024 hsa04261 hsa04670 hsa04720 hsa04726
Q8WZA2,hsa04015 hsa04024 hsa04261 hsa04670 hsa04911
Q92565,hsa04014 hsa04015
Q8TEU7,hsa04015
Q9UHV5,
P52306,
Q13671,hsa04014
Q8WYP3,
Q8TB24,
Q6ZS11,
Q70E73,
Q9NS23,hsa04014 hsa04390 hsa05200 hsa05206 hsa05219 hsa05223
A6NK89,
P50749,
Q86WH2,
Q9H2L5,
Q8WWW0,hsa04014 hsa04015 hsa04670 hsa05200 hsa05223
Q6ZTQ3,hsa04390
Q02833,
Q8NHQ8,
O75901,
Q9Y256,hsa00900 hsa01130
Q8TAI7,
Q15382,hsa04150 hsa04151 hsa04152 hsa04910 hsa04919 hsa05231
Q5U651,
Q92963,
Q99578,
Q13972,hsa04010 hsa04014 hsa04510
O14827,hsa04010 hsa04014
Q7L523,hsa04150
Q5VZM2,hsa04150
Q9HB90,hsa04150
Q9NQL2,hsa04150
Q15404,
Q8N9B8,
Q0VAM2,
Q8N431,
O94761,
O94762,
P46063,
Q9H9A7,hsa03460
Q96E14,hsa03460
P18577,
Q02161,
Q9H310,
Q9UBD6,
Q02094,
P52565,hsa04722 hsa04962
P52566,hsa04722 hsa04962
Q99819,hsa04722 hsa04962
Q07960,
A1A4S6,hsa05100
Q6P4F7,
Q3KRB8,
Q8IWW6,
Q53QZ3,
Q68EM7,
Q8N392,
Q14CB8,
Q9P2F6,
Q5T5U3,
Q7Z5H3,
Q9P227,
Q8N264,
P42331,
Q9UNA1,
Q6ZUM4,
Q9P2N2,
Q52LW3,
Q7Z6I6,
Q2M1Z3,
A7KAX9,
O14559,
Q6ZRI8,
Q9C0H5,
P98171,
Q5TG30,
A6NI28,
Q17R89,
Q92619,
Q13017,hsa04510 hsa04670
O43182,
P85298,
Q9BRR9,
Q13464,hsa04022 hsa04024 hsa04062 hsa04071 hsa04270 hsa04350 hsa04360 hsa04510 hsa04611 hsa04670 hsa04810 hsa04921 hsa05130 hsa05131 hsa05132 hsa05200 hsa05205 hsa05206
Q92730,hsa04360
P52198,
P61587,
Q92888,hsa04270 hsa04611 hsa04810 hsa05200 hsa05205
Q9HCE6,
O15013,
O15085,hsa04270 hsa05200
Q9NZN5,hsa04270 hsa04360 hsa04611 hsa04810 hsa05152 hsa05200 hsa05205
O94989,
Q5VV41,
Q96PE2,
Q8IW93,
Q86VW2,
Q96DR7,hsa05100
Q8N1W1,
Q9NR81,
A8MVX0,
A5YM69,
A1IGU5,
Q9NXL2,
Q8N4T4,
"A0A1B0GW54, Q9NR80",hsa04810
Q8TER5,
Q12774,
O94844,hsa04120
Q9BYZ6,hsa04120
O94955,
Q6ZSZ5,
Q92974,hsa05130
Q8NHV9,
Q9BQY4,
P0C7M4,
Q8TAC1,
Q9Y265,hsa04310
Q9Y230,
P10523,
Q9BY12,
P63208,hsa04110 hsa04114 hsa04120 hsa04141 hsa04310 hsa04350 hsa04710 hsa05168
Q13309,hsa04068 hsa04110 hsa04120 hsa05168 hsa05169 hsa05200 hsa05203 hsa05222
Q15513,
Q8N5C6,
P23297,
P60903,
P31949,
P80511,
Q99584,
Q9HCY8,
Q96FQ6,
P29034,
P33764,
P26447,
P33763,
P06703,
Q5SY68,
P31151,
Q86SG5,
P05109,
P06702,
P04271,
P29377,hsa04978
P25815,
Q8WXG8,
Q96BU1,
Q9NTJ5,
A6NKF1,
Q9NWH9,
Q96ES7,
O94885,
O75995,
Q9NSI8,
O95238,
Q9Y512,
P82979,
Q9UHR5,
Q9HAJ7,
Q6UVJ0,
Q01826,
Q9UPW6,
Q9NPB0,
Q9Y3A5,hsa03008
P57086,
Q9GZW5,
Q15468,
A2VEC9,
O75880,
O43819,
Q9UJQ7,
Q96KG9,
Q6P3W7,
Q8IZE3,
Q9NVU7,
Q6IQ49,
Q9H7L9,
Q9HB31,
P67812,hsa03060
P0C7V7,
Q9BY50,hsa03060
P55735,hsa03013 hsa04141
Q86VW0,
Q92503,
O76054,
Q9UDX4,
Q9UDX3,
O43304,
B5MCN3,
O15027,
Q96JE7,
Q96IW7,
O75396,hsa04130 hsa04145 hsa05134
Q9BRL7,
Q9Y6Y8,
O95486,hsa04141
O95487,hsa04141
P53992,hsa04141
O94855,hsa04141
Q9NQW1,hsa04141
Q99442,hsa03060 hsa04141
Q9UGP8,hsa03060 hsa04141
Q93073,
Q96T21,
Q96EE3,hsa03013
Q9UBV2,hsa04141
Q68CR1,
Q5TEA6,hsa04141
Q8NC51,
Q9UHV2,
Q14140,
Q9UJW9,
Q9NUC0,
Q5TG53,
Q8NB12,
Q9NRG4,
Q9H7B4,
Q8IYR2,
O95248,
Q86WG5,
Q9Y6X0,
Q53H47,hsa00310
Q15047,hsa00310 hsa04550
Q96T68,hsa00310
O15047,hsa00310
Q9UPS6,hsa00310
Q9BYW2,hsa00310
Q86TU7,
Q9NVD3,
Q9C0A6,
Q8TBK2,
Q8NE22,
Q8WTS6,hsa00310 hsa04068
Q01105,
P0DME0,
A8K8P3,
Q8WV19,
O95562,
Q587I9,
Q9HBY8,hsa04068 hsa04151
Q9Y2Z0,hsa04621
O60880,hsa04650 hsa05162
O14796,hsa04650
Q9NP31,hsa04370
Q9BRG2,
Q8N5H7,
Q9H788,
Q5SQS7,
Q6ZV89,
Q7Z4S9,
A6NKC9,
Q15464,
Q9NRF2,hsa04722
O14492,hsa04722 hsa04910
Q9UQQ2,hsa04722
Q5TCZ1,
A1X283,
Q96HL8,
Q6ZMT1,
Q96MF2,
Q99469,
Q9Y566,hsa04724
Q9UPX8,hsa04724
Q9BYB0,hsa04724
Q7L8J4,
Q9BQI5,
Q8TE82,
Q8TF17,
Q9UJC5,
Q9H299,
O75368,
P55822,
Q52WX2,
P0C263,
P0C264,
Q9Y3L3,
P78314,hsa04650
Q9P0V3,
O60239,
Q5HYK7,
A4FU49,
Q99961,hsa04144
Q99962,hsa04144
Q99963,hsa04144
Q9Y371,hsa04144
Q9NR46,hsa04144
Q96B97,hsa04144
Q7Z6J0,
Q8TEC5,
Q8TEJ3,
Q8TBC3,
Q9H0F6,
Q9BTD1,
P29353,hsa04012 hsa04014 hsa04062 hsa04510 hsa04650 hsa04722 hsa04910 hsa04915 hsa04917 hsa05034 hsa05100 hsa05206 hsa05214 hsa05220
P98077,hsa04012 hsa04014 hsa04062 hsa04370 hsa04510 hsa04650 hsa04722 hsa04910 hsa04915 hsa04917 hsa05034 hsa05100 hsa05214 hsa05220
Q92529,hsa04012 hsa04014 hsa04062 hsa04510 hsa04650 hsa04722 hsa04910 hsa04915 hsa04917 hsa05034 hsa05100 hsa05214 hsa05220
Q6S5L8,hsa04012 hsa04014 hsa04062 hsa04510 hsa04650 hsa04722 hsa04910 hsa04915 hsa04917 hsa05034 hsa05100 hsa05206 hsa05214 hsa05220
Q9BZQ2,
Q8NEM2,
Q9UQ13,
Q6PI26,
Q9NXL6,
Q8NBJ9,
Q8N7X8,
Q9Y2K2,
Q9H173,hsa04141
Q96ST3,hsa04919 hsa05016 hsa05202
O75182,
O15304,
Q15475,hsa05202
Q9NPC8,
O95343,
Q9UIU6,hsa05202
Q8N196,
O95475,
P84550,
Q2VWA4,
P12757,hsa04550
P12755,
Q1XH10,
Q8ND83,
Q9P270,
Q96DU3,
Q9NQ25,
Q9P0V8,
Q96A28,
Q9NR83,
Q15599,hsa04960
Q96PX8,
Q9H156,
O94933,
Q8IW52,
O94991,
Q9H5Y7,
Q7Z6B7,hsa04360
O75044,hsa04360
P0DMP2,
P0DJJ0,
O43295,hsa04360
Q6UWF3,
O95391,hsa03040
Q9BQ83,hsa03460
Q5VYV7,
Q8IY92,hsa03460
Q15797,hsa04350 hsa04390 hsa04550 hsa05202
Q15796,hsa04068 hsa04110 hsa04144 hsa04350 hsa04390 hsa04520 hsa04550 hsa05142 hsa05166 hsa05200 hsa05210 hsa05212 hsa05321
P84022,hsa04068 hsa04110 hsa04144 hsa04350 hsa04390 hsa04520 hsa04550 hsa05142 hsa05166 hsa05200 hsa05210 hsa05212 hsa05321
Q13485,hsa04068 hsa04110 hsa04310 hsa04350 hsa04390 hsa04520 hsa04550 hsa05161 hsa05166 hsa05200 hsa05210 hsa05212 hsa05220
Q99717,hsa04350 hsa04550
O43541,hsa04350
O15105,hsa04350
O15198,hsa04350 hsa04550
Q9HCE7,hsa04120 hsa04144 hsa04350
Q9HAU4,hsa04120 hsa04144 hsa04350
Q9Y6J3,
Q9BQI6,
Q8IX21,
Q96Q15,hsa03015
Q9UPR3,hsa03015
Q86US8,hsa03015
Q92540,hsa03015
Q8ND04,
Q9H0W8,
Q6GMV2,
O95295,
Q9HBX3,
Q9NRH2,
Q149N8,
Q96H20,hsa04144
Q9Y675,
B1AK76,
P55769,hsa03008 hsa03040
Q5TF21,
P18583,
Q07889,hsa04010 hsa04012 hsa04014 hsa04062 hsa04068 hsa04151 hsa04320 hsa04510 hsa04540 hsa04630 hsa04650 hsa04660 hsa04662 hsa04664 hsa04722 hsa04810 hsa04910 hsa04912 hsa04915 hsa04917 hsa05034 hsa05160 hsa05200 hsa05205 hsa05206 hsa05211 hsa05213 hsa05214 hsa05215 hsa05220 hsa05221 hsa05223 hsa05231
Q07890,hsa04010 hsa04012 hsa04014 hsa04062 hsa04068 hsa04151 hsa04320 hsa04510 hsa04540 hsa04630 hsa04650 hsa04660 hsa04662 hsa04664 hsa04722 hsa04810 hsa04910 hsa04912 hsa04915 hsa04917 hsa05034 hsa05160 hsa05200 hsa05205 hsa05206 hsa05211 hsa05213 hsa05214 hsa05215 hsa05220 hsa05221 hsa05223 hsa05231
P23497,hsa05168 hsa05203
Q9HB58,
Q9H930,
Q13342,
Q9NS25,
Q9NY87,
Q9BXN6,
Q5VSR9,
Q5MJ10,
Q5MJ09,
Q5MJ08,
Q5MJ07,
Q8N9U9,
Q14515,
Q9H4F8,
Q9H3U7,
Q08629,
Q92563,
Q9BQ16,
Q5TZJ5,
Q5VYP0,
Q5VU36,
Q5VVP1,
Q8IWB4,
P0DKV0,
B4DYI2,
Q6ZQQ2,
P0C874,
Q6ZUB0,
Q6ZUB1,
Q8NBT2,
Q9HBM1,
Q15772,
P0CW21,
Q9UQ90,
Q2M3C7,
Q9Y5K1,
Q6ZMY3,
Q5T280,
Q8NCJ5,
Q8WW59,
Q5W111,
Q9Y5B9,
Q68D10,
Q8NEM7,
Q3ZLR7,
P0C7V6,
O75486,hsa05202
P63272,
O00267,
Q7KZ85,
O94864,
A0A0U1RRN3,
Q9H7N4,
Q99590,
O95104,
Q9UPN6,
Q9GZT3,
Q9C0H9,
P12931,hsa04012 hsa04015 hsa04062 hsa04144 hsa04370 hsa04510 hsa04520 hsa04530 hsa04540 hsa04611 hsa04727 hsa04750 hsa04810 hsa04912 hsa04915 hsa04917 hsa04919 hsa04921 hsa05100 hsa05120 hsa05131 hsa05152 hsa05161 hsa05203 hsa05205 hsa05219
Q12770,
Q8N9Q2,
Q9Y5M8,hsa03060
Q9UH36,
Q96SB4,hsa05168
P78362,
Q9UPE1,
O00570,
P56693,
P35716,
O15370,
Q9UN79,
O95416,
O60248,
Q9H6I2,hsa04310
P35713,
P48431,hsa04390 hsa04550
Q9Y651,
P41225,
O94993,
Q06945,
P35711,
P35712,
Q9BT81,
P57073,
P48436,hsa04024
O43805,
Q9UHA2,
Q15532,hsa05202
O75177,
Q7Z2R9,
Q9NP77,hsa03015
Q16384,hsa05202
Q9Y2D8,hsa04520
Q16385,hsa05202
Q99909,
O60224,
O60225,
Q7RTT6,
Q7RTT5,
Q7RTT4,
Q7RTT3,
O60284,
Q8NBB2,
Q11201,hsa00512 hsa00533 hsa00603 hsa00604 hsa01100
Q16842,hsa00512 hsa00533 hsa00603 hsa00604 hsa01100
Q11203,hsa00514 hsa00533 hsa00601 hsa01100
Q11206,hsa00601 hsa01100
Q9UNP4,hsa00604 hsa01100
Q9Y274,hsa00601 hsa01100
Q9NSC7,hsa00512 hsa01100
Q9UJ37,
Q8NDV1,hsa00604 hsa01100
Q9H4F1,hsa00604 hsa01100
Q9BVH7,hsa00604 hsa01100
Q969X2,hsa00604 hsa01100
P15907,hsa00510 hsa00514 hsa01100
Q96JF0,hsa00510 hsa00514 hsa01100
Q92185,hsa00601 hsa00603 hsa00604 hsa01100
Q92186,
O43173,
Q92187,
O15466,hsa00604 hsa01100
P61647,
Q96FJ0,
O95630,hsa04144
O95772,
Q9H2G2,hsa04114
Q7RTN6,hsa04150 hsa04152
Q9C0K7,hsa04152
Q9UHE8,hsa04978
Q6NZ63,
Q8NFT2,hsa04978
Q658P3,hsa04115
Q687X5,
Q9UNE7,hsa04120 hsa04141
Q9H668,
P46977,hsa00510 hsa01100 hsa04141
P53999,
Q9UMX1,hsa04340 hsa05200 hsa05217
Q8NDZ2,
Q96LD8,
Q9UBE0,hsa04120
Q9P0U3,
Q96HI0,
Q9GZR1,
Q9BQF6,
Q9HC62,hsa03013 hsa04310
Q9H4L4,
Q9UBS9,
Q15526,
Q8IWZ8,
Q8IX01,
Q7Z422,
Q15022,
Q8N4V2,
Q8N434,
Q9UH65,
Q92922,
Q8TAQ2,
Q9NZC9,
P28370,
P51531,
P51532,
O60264,
Q12824,
Q96GM5,
Q92925,
Q6STE5,
Q969G3,
Q9H4L7,hsa04550
Q86XK3,
Q1ZZU3,
Q6NVH7,
Q5T5J6,
O95926,hsa03040
Q8N2H4,
O94901,
Q9UH99,
Q8TAQ9,
Q8TC36,
Q9UHJ3,
Q5VUG0,
Q15436,hsa04141
Q15437,hsa04141
Q9H9S3,hsa03060 hsa04141 hsa04145 hsa05110
P60468,hsa03060 hsa04141 hsa04145 hsa05110
P60059,hsa03060 hsa04141 hsa04145 hsa05110
Q9HD40,hsa00450 hsa00970
Q9H0E3,
O00422,hsa03013 hsa03015
Q8TEE9,
O75446,
O60232,
P42285,hsa03018
Q8TAD8,
Q8TEV8,
Q8TEV9,
Q6ZRS2,
P08047,hsa04350 hsa04915 hsa05016 hsa05202 hsa05231
Q02086,
Q02447,
Q02446,
Q6BEB4,
Q3SY56,
Q8TDD2,
Q8IXZ3,
P0CG40,
P17947,hsa04380 hsa05166 hsa05200 hsa05202 hsa05221
Q01892,
Q8N5J4,
Q9H040,
Q5VZ18,
Q7M4L6,
Q96IW2,
Q9H6Q3,
Q13239,
Q9Y365,
Q9Y3M8,
Q14849,
Q96DR4,
Q9NSY2,
P59095,
Q9NQZ5,
Q92502,
Q9P2P6,
Q8IYB8,
O15178,
A0A075B6Y3,
A0A075B6Y9,
A0A0B4J248,
A0A0B4J238,
A0A0B4J240,
A0A0B4J245,
A0A075B6T6,
A0A0B4J271,
A0A0B4J241,
A0A0B4J235,
A0A0A6YYC5,
A0A0A6YYK6,
A0A0B4J275,
A0A075B6X5,
A0A0A6YYK7,
A0A0B4J234,
A0A0B4J274,
A0A0B4J279,
A0A0B4J277,
A0A075B6W5,
A0A0B4J272,
A0A0B4J276,
A0A087WT03,
A0A0B4J265,
A0A087WT01,
A0A0B4J244,
A0A087WSZ9,
A0A0B4J273,
A0A075B6V5,
A0A0B4J264,
A0A0B4J263,
A0A0B4J268,
A0A0B4J280,
A0A0B4J266,
A0A0B4J249,
A0A075B6T7,
A0A075B6U4,
A0A0A6YYK1,
A0A0B4J237,
A0A0A6YYJ7,
A0A0B4J262,
A0A075B6T8,
A0A087WT02,
